Type,Name,Icon,Description,Downloads,Score,Genre,Currency,Price,Free
Anxiety,Anxiety Tracker-Log & Analyze,https://play-lh.googleusercontent.com/l_LmRm2wgxVFF6AfQVkelg3R69goecUi_prJZMr0Leb78O3p-p3k5krRAGfyCUJ-sdc,"<h1><b>Anxiety Tracker</b></h1>
Track, analyze and manage your anxiety levels with this integrated mental health utility application. If you suffer from Generalized anxiety disorder, social anxiety, stress, or any other anxiety disorder, or if you're prone to frequent panic attacks or anxiety attacks, Anxiety Tracker can help you gain more insight into your mental health and daily mood, stress, and happiness.

<h2><b>Anxiety Levels</b></h2>
Anxiety tracker allows you to complete daily anxiety check-ins using the GAD-7 test to keep a record of your daily anxiety level and mood. This uses a score out of 21 calculated by the test, allowing you to visualize changes in your mood and feelings of anxiety. 

<h2><b>Panic Attacks</b></h2>
If you're having a panic attack or anxiety attack, log your symptoms and take notes on how you were feeling during, and leading up to the attack, as well as note any potential triggers for the attack. This will help you to predict and prepare for panic attacks in the future by becoming more aware of feelings of stress, depression, or anxiety before the attack happens, while allowing you to avoid potential triggers!

<h2><b>Positivity Journal</b></h2>
Log positive events for your mental health, with the free positivity journal feature! Gratitude Journaling can help you appreciate the positive experiences in your life and has proven benefits for mental health.

<h2><b>Analysis</b></h2>
Use Anxiety Tracker's comprehensive analysis page to analyse your anxiety, gratitude, panic attack, and medication data, then use this analysis to better manage your mental health over time.


<h1><b>Features</b></h1>

- Log daily check ins using the GAD-7 standardized anxiety test to create a baseline of your anxiety levels, and mood over time.

- Log anxiety attacks / panic attacks and measure the prevalence of panic attack symptoms such as pounding heart, sweating, trembling, shortness of breath, choking feelings, chest pain, nausea, dizziness and more.

- Free gratitude journal feature so you can track the positive experiences in your life as well. Try out the positivity journal today!

- Basic free data analytics: most common anxiety level, avg anxiety level, # anxiety attacks, # daily check ins.

- Customizable notification reminders, so you don't miss a check in.

- Premium Medication tracking: Track any medications that you take, and combine this data with your anxiety and panic attack data in our comprehensive analysis.

- Premium Anxiety Analysis: Get the most out of Anxiety Tracker with the premium anxiety analysis, which offers beautiful visual representations of anxiety levels, common symptoms, attack frequency and time of day, customizable history and more!


<h1><b>Why track your anxiety levels?</b></h1>

Mental health issues like anxiety disorders, panic attacks and depression affect many people around the world so it's important to keep track of your day to day mood and anxiety levels. 

By logging your anxiety symptoms and panic attacks you can feel more in control of your symptoms, learn more about how anxiety affects you personally, and ease the burden of generalized anxiety disorder, stress, depression and other mental health issues that can affect your long term and day to day happiness.


<h1><b>Disclaimer</b></h1>

The material provided in this app is not meant to replace or substitute the recommendations or advice of your physician or health care provider. The information contained in this app should not be used for diagnosing or treating a health problem or disease. If you believe you have a medical condition or problem contact your health care provider.","50,000+",4.19,Health & Fitness,USD,0.0,True
Anxiety,Unwinding Anxiety®,https://play-lh.googleusercontent.com/kwRkdAcvN5h3BvYAlDgrGS8hIGC9mUZcGA_PRvatdJJN8Q0sjlMdZwodLrvHtPQ9Z4Q,"Feel less anxious. Find more joy. Unwinding Anxiety® is a guided step-by-step program scientifically proven to reduce anxiety by 67% so you can live life to the fullest.

Research has uncovered incredible insights on how the brain functions and what creates patterns of stress and anxiety. It’s also revealed the science that makes the traditional practice of mindfulness so effective, and how to apply it to today’s anxiety epidemic.

Get science-based guidance designed to quiet busy minds. In the Unwinding Anxiety® program, you will:
Learn the root causes of anxiety and the specific triggers of your stress
Practice small daily moments of mindfulness to break habit loops
Sleep better, feel more confident, and increase your capacity to find joy in every moment

Get started for free before you decide to fully dive into the program. The free trial includes the first four modules, and once you subscribe you’ll have access to the full, science-based program. Commit to the next chapter in living a healthier, happier lifestyle with an entire community of support. 

Program plans:
1 Month - $29.99
6 Months - $139.99
1 Year - $209.99

With full access to the Unwinding Anxiety® program, you’ll receive:
Anti-anxiety practices and exercises
Access to experts during weekly community calls moderated by psychiatrist and neuroscientist, Dr. Brewer, and other experts
Guided video and audio courses
Online journal to help you collect, analyze, and manage your progress
Daily check-ins
Tools to handle stress and worry

If you’re interested in the program but can’t afford it right now, please reach out to our team at support@unwindinganxiety.com and let us know a bit about your situation. We believe everyone deserves access to the resources they need to thrive.

Unwinding Anxiety® was designed by Judson Brewer, MD, PhD, psychiatrist and neuroscientist, and the team at Sharecare. Dr. Brewer has 20 years of clinical and research experience at Yale and the Center of Mindfulness at the University of Massachusetts Medical School.

*PRICING & TERMS

All prices are for U.S. customers. Pricing in other countries may vary and may be converted to your local currency.

If you choose to upgrade in app, your Unwinding Anxiety® subscription will automatically renew at the end of each term unless canceled at least 24-hours before the end of term and your credit card will be charged through your Google Play account. You can manage your subscriptions and turn off auto-renew at any time in your Google Play Account Setting, but refunds will not be provided for the unused portion of the term.

Need help with the app? Please email uasupport@mindsciences.com

Terms of Service and Privacy Policy: https://app.unwindinganxiety.com/terms","100,000+",4.69,Health & Fitness,USD,0.0,True
Anxiety,Anxiety Tracker & Self Care,https://play-lh.googleusercontent.com/wPcfzTsNefF2NwC8Wqmp6k6M2PtOqcDqjGmIVg80DP2aw07S48qiYbCqDivn6hewDA,"ANXIETY TRACKER
Welcome to our Anxiety Tracker. The one that helps users track and manage their anxiety
symptoms. The app allows users to log their symptoms, triggers, and interventions, and provides
helpful tools and resources to manage anxiety.

The main feature of the app is the symptom tracker, which allows users to log their symptoms on a
daily basis. Users can select from a list of common symptoms, such as racing heart, sweating, and
difficulty concentrating, and indicate the severity of each symptom on a scale of 1 to 10. The
symptom tracker also includes a notes section where users can write about any additional thoughts
or feelings related to their symptoms.

Another key feature of the app is the trigger tracker, which allows users to identify and record the
situations or events that lead to their symptoms. Users can select from a list of common triggers,
such as stress, social situations, and changes in routine, and indicate the severity of each trigger on a
scale of 1 to 10.

The app also includes an intervention tracker, which allows users to log the strategies or techniques
they use to manage their symptoms. Users can select from a list of common interventions, such as
exercise, deep breathing, and mindfulness, and indicate the effectiveness of each intervention on a
scale of 1 to 10.

In addition to tracking tools, the app also provides helpful resources for managing anxiety. These
include:

- Information on anxiety and its causes.
- Tips for managing anxiety in daily life.
- Self-help exercises and techniques.
- A directory of mental health professionals in the user's area.
Users also have the ability to export their data, which they can then share with their therapist or
doctor to help them better understand their symptoms and triggers, and to develop a more effective
treatment plan.

The app is designed to be user-friendly and easy to navigate, with a clean and simple interface. It is
also fully customizable, allowing users to personalize their experience according to their needs.

Anxiety Tracker is a valuable tool for anyone looking to better understand and manage their anxiety
symptoms. The app's tracking and resource features can help users identify patterns in their
symptoms and triggers and develop effective strategies for managing their anxiety.","1,000+",4.6666665,Productivity,USD,0.0,True
Anxiety,Anxiety Release based on EMDR,https://play-lh.googleusercontent.com/aa2fsk0bt--zK4WGGm-KjgjZG_09n1Niwm7YC8FruY0ZtZp94YzLDoX-VIntbrmTpg,"Anxiety Release based on EMDR shows you how to release anxious thoughts and feelings naturally, by harnessing the power of your brain. It does this by combining guided instructions and focused attention with bilateral brain stimulation. Bilateral stimulation is a treatment element of EMDR (Eye Movement Desensitization & Reprocessing), a revolutionary treatment which is based on the use of sensory stimulation to alter anxiety-provoking memories and responses. Over 30 randomized controlled studies of EMDR attest to the efficacy of this process.  The author also has two research studies in submission with peer-reviewed scientific journals based on this process.

Because bilateral stimulation appeals to the unconscious, sensing part of the brain, there is no need for effortful thinking or struggling with feelings. All you have to do is LISTEN and your brain will do the rest! The App consists of; 
1 x brain training session 
2 x guided anxiety management sessions 
1 x pure bilateral stimulation session (audio & visual) 
1 x safe place exercise 
Progress Log function with prompts
Powerful Bls brain visual simulating brain activity associated with anxiety reduction

This App is suitable for both clinicians and the general public.  However, persons suffering with complex PTSD or mental health problems, multiple psychological trauma or unstable neurological conditions (eg; epilepsy) should not use this product without medical supervision.

This app has been tested on Galaxy tab 2, Galaxy S4, and Google Nexus 7.","10,000+",4.64,Health & Fitness,USD,3.99,False
Anxiety,Headspace: Mindful Meditation,https://play-lh.googleusercontent.com/y6ZZo_LKpI8sBXAHb9TMSfgoY96yVU0ecumaOb8hckSdvDzdssiQd2QW1cx1CrjvA4bQ,"Stress less, sleep soundly, and get happier. Headspace is everyday mindfulness and meditation, so you can make mindfulness a daily habit and be kind to your mind. Learn how to relax, manage stress, find your focus, and release tension in both the mind and body. Find the calm in everyday with Headspace.

Headspace offers guided meditations, courses, and mindfulness exercises on subjects like stress, general anxiety, worry, building resilience, and more topics for any moment. Learn mindfulness and choose from hundreds of meditations led by world-class experts from all walks of life. From guided meditations to soothing breathwork, get personalized recommendations daily based on what you like and how you’re feeling. 

Build your practice and meditate your way — Headspace is meditation for every experience level and lifestyle. Try short, 3-minute mindful meditation sessions that fit seamlessly into a busy schedule, or choose longer meditations for any time of day. Add buddies and meditate with friends, and join live group meditations with members from around the world. Listen to soothing stories, calming sounds, and sleep music to create the conditions for restful slumber. Release stress and Tune in to Focus music to help you stay in the zone, and discover tension-releasing, joyful movement exercises.

Meditate, practice mindfulness, relax and sleep well —  Headspace can help you stress less in just a few minutes a day. Start your free trial to feel the difference. 

HEADSPACE FEATURES

DAILY MEDITATIONS
- Discover guided meditations and mindfulness exercises
- Meditate with Headspace’s personalized recommendations based on your activity
- Practice daily meditation on a new topic each day 
- Breathe easy with 3-minute mini meditations for a quick mental reset
- Learn meditation skills and find answers to your mindfulness questions
- Start your day inspired with The Wake Up — a short, daily video series made to brighten your day

SLEEP SOUNDS & MEDITATIONS
- Relax and create the conditions for a restful sleep
- Switch off with sleepcasts: calming narration paired with relaxing sounds to help you fall asleep
- Soothing sleep sounds with ambient nature recordings
- Calm & tranquil sleep music to help you reach a deep slumber

STRESS RELIEF & COPING MEDITATIONS
- Anxiety relief – ease stress with “SOS” sessions for moments of anxiety
- Learn breathwork to help you relax & calm down
- Build resilience with the Weathering the Storm collection
- Meditations to help you cope with sadness, anger, and adapting to change

FIND FOCUS & BUILD PRODUCTIVITY
- Improve focus with meditations for working from home
- Boost your concentration and productivity with focus enhancing music 
- Choose from curated playlists to set the right mood for your day

CENTERED FITNESS & TENSION RELEASE
- Relieve stress and release everyday tension with mindful movement
- Mood boosting and motivating at-home workouts like yoga and guided runs
- Centered fitness courses: 28 days of mindful fitness and cardio
- Train with experts and Olympians Kim Glass & Leon Taylor

<b>SUBSCRIPTION PRICING AND TERMS</b>

Headspace subscription
Explore the full Headspace library — including hundreds of meditations, mindfulness training, and calming breathing exercises — with your membership or free trial.
○ Over 40 meditation courses on topics like stress and sleep
○ Hundreds of one-off meditations and exercises to add mindfulness to your day
○ Short mini-meditations — great for busy schedules
○ Full access to sleep, focus, and mindful movement exercises — bringing mindfulness and meditation to every part of your life","10,000,000+",4.4590664,Health & Fitness,USD,0.0,True
Anxiety,Finch: Self Care Widget Pet,https://play-lh.googleusercontent.com/awaQf1w6jYOIZ5cBDAfS3Cs76lSjm5o27BQGKxXo99v5lraWrLMsOyEjTsYLMejPYBs,"Meet your new self care best friend! Finch is a self care pet app that helps you feel prepared and positive, one day at a time. Take care of your pet by taking care of yourself! Choose from a wide variety of daily self care exercises personalized for you.

BEST DAILY SELF CARE TRACKER ✨
Is self care a chore? Struggling with habits, self-love, or depression? Self care finally feels rewarding, lightweight, and fun with Finch. Complete quick self care exercises to grow your pet, earn rewards, and improve mental health! People who struggle with mood journaling, habits, and depression found it easier to be mindful with their self care pet in Finch!

EASY DAILY CHECK INS ✏️
• Start mornings with quick mood checks and energize your pet to go exploring! Choose from various mindful habits from goal tracking and mood journaling to mindful breathing exercises and quizzes!
• End days in moments of gratitude with your self care pet where they'll return from adventures to share stories with you! Recognize positive moments and grow your self-love.

MINDFUL HABITS 🧘🏻
Finch is the fun self care tracker to hit goals and sustain healthy habits! Build mental resilience against stress, anxiety, and depression. Strengthen your mental health by increasing self-love and gratitude. 

• Habit Tracker: set goals and celebrate wins for healthy habits.
• Mood Journal: guided mood journal to clear the mind, track important moments, and practice self-love.
• Breathing: guided breathing to calm nerves, increase focus, energize your mind, and sleep better.
• Quizzes: understand your mental health with quizzes for anxiety, depression, body image appreciation, and more.
• Mood Tracker: quick mood checks with mood trends to understand what has been lifting you up or bringing you down.
• Quotes: motivational quotes to lift your mood and gain new perspective.
• Insights: get insights on your mental health from combined analytics on your mood journaling, tags, goal tracker, and quizzes.

SAY HI 👋🏼
• TikTok: https://www.tiktok.com/@finchcare
• Discord: https://discord.gg/finchfam
• Instagram: https://www.instagram.com/finchcare/
• Facebook: https://facebook.com/groups/finchfam
• Email: support@befinch.com","1,000,000+",4.8882565,Health & Fitness,USD,0.0,True
Anxiety,The Tapping Solution,https://play-lh.googleusercontent.com/2ur0JhsuqoKJtzQorgqRt-nKtrG0UNLRQ7BkJd9TnK6Oa2R42PGz5mpF-eT18_OikNQ,"Reduce your stress & anxiety by 41% with EFT tapping.

Lower your stress levels, reduce anxiety, overcome fears, relieve pain, get better sleep, and so much more. All made possible with access to hundreds of meditations in the Tapping Solution App. You'll learn how to use Tapping (also known as EFT, or Emotional Freedom Techniques), to lead a happier and healthier life.
 
Over 10 million sessions completed so far, ranging in length from 5 minutes (a quick session) to 20 minutes (to guide your deeper work). 
 
""Wonderful. Like someone turned off the anxiety switch."" - Debbie, App member
""This is one of the most calming and important tools in my mindfulness toolkit."" - App member
""I'm 46 and struggled with a racing mind at bedtime and anxiety my whole life. I'm shocked that as I do this before sleep, I feel like I got the deep, restorative sleep my body with fibromyalgia needs to heal."" - Susie, App member
 
Tapping has also been recommended by top doctors, therapists, psychologists, personal development experts, and mental health experts including Mark Hyman, M.D., Tony Robbins, Ruth Buczynski, Ph.D., Dawson Church, Ph.D., Brendon Burchard, Eric Leskowitz, M.D., and many others!  
 
Clinical Research About The App Published in A Top-Tier Journal: 
A research study was recently conducted on the Tapping Solution App's effectiveness of immediate reduction of psychological distress. The findings were that for both stress and anxiety sessions, the emotional intensity ratings difference between the start and end of sessions was statistically significant. These results offer preliminary evidence documenting the immediate effects of The Tapping Solution App in reducing psychological distress.
 
Follow along effortlessly with Meditations designed for you to get lasting results. Topics include: 
* Lowering stress about: family, finances, health, politics, work, the world, and more
 
* Sleep support for: insomnia, fall asleep faster, quiet your racing mind, and more
 
* Releasing negative emotions such as: anger, anxiety, fear, grief, guilt, sadness, self-doubt, shame, and more
 
* Relief from pain such as: arthritis, back pain, cancer pain, endometriosis, fibromyalgia, headaches, knee pain, neck pain, sciatic pain, and more
 
* Supporting your body in healing from: allergies, colds, high blood pressure, inflammation, indigestion, tinnitus, TMJ, and more

* Women's health support for: early motherhood, fertility, IVF, menopause, pregnancy, and more

* Weight loss and body confidence support for: critical self-talk, eliminating cravings, getting back on track, and more
 
* Sports performance: flow creator, injury recovery boost, get stronger, and more
 
* Extended Sessions: healing your gut, healing the lungs, restless legs syndrome, tinnitus, and more
 
Subscription Pricing and Terms:
The Tapping Solution offers an auto-renewing monthly subscription and an auto-renewing yearly subscription which allows you full access to all Tapping Meditations for as long as you maintain an active subscription.

The Tapping Solution also offers a lifetime subscription, which is a one-time-only payment, giving you unlimited access to all of the tapping meditations inside the app forever.

Prices are set in US dollars. Pricing in other countries may vary and actual charges may be converted to your local currency depending on your country.

Payment will be charged to the credit card connected to your Google Play account at the time of the initial subscription purchase. Subscriptions automatically renew unless auto-renew is turned off at least 24-hours before the end of the current subscription period. Your account will be charged for renewal within 24 hours prior to the end of the current period end date, and the cost of the renewal will be listed. You can manage your subscription and auto-renewal can be turned off by going to My Subscriptions in Google Play after the purchase. 

Read about Terms & Conditions / Privacy Policy here:
https://bit.ly/2UFLd02","500,000+",4.595918,Health & Fitness,USD,0.0,True
Anxiety,WorryTree: Anxiety Relief CBT,https://play-lh.googleusercontent.com/JkX8JBHZ18733-pEb86R59fj2tb0iFw-0GrMu-SLlII0rvl0lQEU4RhxpPO1aTud3t4,"** Named best CBT app ** by Marie Claire (2022) 
** ORCHA Certified App ** (2021) 

WorryTree helps you take control of your worries and anxiety, transform your thoughts and feel better. Our app uses proven techniques from Cognitive Behavioral Therapy (CBT), thought diaries and gratitude journals into one simple yet profoundly helpful self-help app.

We've created a very simple, easy-to-use and practical app that will support and help you manage your anxiety, stress and worry.

WorryTree helps you:
• Take a moment of calm with a series of beautiful sensory practices 
• Plan to deal with your worries and anxiety
• Become more mindful of your thoughts and the causes of your worry
• Find relief for your anxiety and stress
• Find in-the-moment distractions to help you cope
• Practice gratitude and remember what makes you happy

WorryTree was built by worriers, for worriers. We wanted to help other people who suffer from similar excessive worry and generalised anxiety to create new thinking habits and to feel better.

WorryTree works like a guided journal for you to track your thoughts and emotions, manage your worries, encourage self-reflection, and ultimately improve your mental health.

What our users say

“I didn't think I was getting much out of my CBT sessions because ADHD makes it really hard to do mental-health-homework (lol) but this app takes all those strategies and makes them incredibly user friendly. It's an easy and enjoyable way to check in properly with the science based techniques that really do work if you actually do them regularly! And now I do! because this app makes it simple and soothing rather than another thing I am stressed about not getting round to doing!” Play Store Review 

**If you love WorryTree then you'll love subscribing to WorryTree Plus too!**

“This is the best app honestly for anxiety or obsessive thinking. It's very simple and has a calm design and gives the user a feeling of empowerment in their life.” Play Store Review 

Subscription, Pricing & Terms

Access to our main journaling tools and worry tree technique will always be 100% free. If you choose to subscribe to WorryTree Plus for our additional features, you’ll help support our mission and keep the rest of WorryTree app free, for everyone.

With WorryTree Plus you will also have access to further Cognitive Behavioural Therapy tools including our gratitude journal, an uncertainty tracker and our negative thought challenging tool. 

Upgrade now for your free 7-day trial. 
£1.99 per month 
£17.99 per year (that’s £1.50 per month) 

These prices are for United Kingdom customers. Pricing in other countries may vary and actual charges may be converted to your local currency depending on your country of residence.

Your Google Play account will be charged at confirmation of purchase for the entire term of the plan you choose. The subscription will automatically renew unless turned off in your Google Play Account Settings at least 24 hours before the current period ends. You can manage your subscriptions and turn off auto-renewal at any time by going to your Account Settings after purchase. Our one month and one year subscription plans renew automatically unless auto-renew is turned off at least 24 hours before the end of the current period. Refunds will not be provided for any unused portion of a subscription term.

You can read our Terms and Conditions in full at https://worry-tree.com/terms-conditions.

Please note: 

WorryTree is not a substitute for professional mental health care, therapy or advice. If you're worried about any aspect of your mental health, or someone else's, you should always approach a professional such as a qualified therapist or your GP.","50,000+",4.025,Health & Fitness,USD,0.0,True
Anxiety,"My Oasis: Relaxing, Satisfying",https://play-lh.googleusercontent.com/jkqjuE8An8UOg2fXbjd3NaLssO9Vc0ZL7PWmzmDfcpIKq7nMuAcS_0cJInji3eAY4cc,"<b>Why do you need a Stress Relief or Anxiety Relief Game? </b>

Nowadays, relaxation is very much hard to find because we have too much little time to spend in the relaxation of our soul to heal.

So, My Oasis: Calming, Relaxing & Anxiety Relief Game is a calming game, relaxing game which is developed for relaxing your mind. Without wasting time on gameplay and stressful content, it provides a zen environment and calming atmosphere specially built for stressed people for their stress relief.

<b>DO YOU WANT TO TAKE A BREAK FROM YOUR LIFE? </b>
Find anxiety relief in our relaxing games, satisfying games. Download ‘My Oasis: Calming, Relaxing & Anxiety Relief Game’ now and release your stress in seconds by tapping the screen!

<b>Quick Review of this Grow Game & Calm Game Features: </b>
My Oasis: healing game helps you in anxiety relief, relaxing & calming your mind. It is an idle clicker and tapping game, there are no intense controls, just easy gameplay, and a relaxing environment.
-  Realistic brain exercise, relaxation and satisfaction to sleep peacefully
-  Different mind freshness activities in this anti anxiety satisfying games
-  High quality relaxing sounds to release stress and leave you anti stress mind
-  Realistic experience of release stress in seconds with this Stress relief game, chill game
-  Smooth controls to play this meditation game that helps you in relaxation.
- Peaceful sounds and calming music that helps you remove your stress and calm your mind

<b>How ‘My Oasis: Anxiety Relief Game helps in Stress Relief’ and how it works? </b>
In this game play you will collect hearts to collect various animals such as fox, deer, elephant, giraffe, penguin, and whale and complete the oasis.

Peaceful sounds and calming music help bring you to a zen state in My Oasis: Anti Anxiety Relaxing Games

There is an island builder that lets your Oasis gradually expand when you interact with the surrounding life in a relaxing and calming atmosphere. This simple tapper gameplay is designed for Relaxation to calm your mind within seconds. It works like an anti anxiety games, relaxing games, satisfying games or calm games.

<b>Island Builder</b>
- The Island Builder is the main feature of this calm game that helps you forget all the stress
- The island will expand and create new life such as trees, flowers, and animals
- Your island is the virtual zen garden that you would build through Island Builder
- Build your island now in the Island Builder and adjust it with musical chords

<b>Tapping Game (Tapping helps in relaxation) </b>
- Easy Tapping Game that helps you in relieving your stress
- Tap the screen to upgrade your oasis with this easy UI of Tapping Game and calm yourself
- Tapping Game or clicker game controls let you do everything by tapping the screen
- Tapping game continues without any need to do anything in satisfying games

<b>Relaxation Game (Calming game, Anti Anxiety Game) </b>
- Through the calming sounds, calm interface this anxiety relief game helps you in relaxation
- Soothing idle gameplay lets stress fade away and calm your mind by playing this game
- Relaxing music that calms your mind after a long day of stress
- Calming visuals to help you find peace of mind and helps you relax your mind, calm your mind
- Sleep more peacefully after relaxing in satisfying games

<b>Calming Sounds</b>
- Relaxing Sounds in this relaxation game helps you enter the world of peace
- Play relaxing melodies by interacting with the environment of this relaxing game & satisfying games
- Calming music chords can control the weather and time
- Soothing music to help you sleep, relax your mind, satisfy your soul, calm yourself

<b>Calm your mind, release your stress, relieve your anxiety and find relaxation at the end of every day by visiting ‘My Oasis: calming, relaxing & anxiety relief game’</b>

Download Endless Anti Stress, Anxiety Relief Game (Relaxing Games, Chill Game, Calming Games) for FREE and start satisfying games.","10,000,000+",4.39441,Simulation,USD,0.0,True
Anxiety,"MoodSpace - Stress, anxiety, &",https://play-lh.googleusercontent.com/xbJ-gFgpmcgfefI0tlmWpyGnAkDT1dzLoaip5ZckHmia01PPydu4mu0JLdcXNhpPozw,"<b>Imagine something…</b>
You're not feeling your best. You might call it stress, anxiety, depression, low mood, or something completely different. What you do know is that you want to do something about it.

So where do you begin?

<b>Enter the world of MoodSpace</b>
MoodSpace brings together techniques from cognitive behavioural therapy, mindfulness based cognitive therapy, positive psychology, and behavioural activation into a self-help space for mental wellbeing to guide you in managing and improving your mental health.
Techniques such as recognising three good things in a gratitude journal and balancing automatic thoughts in the cbt thought record are grounded in decades of research on what makes us happy.

<i>Three Clouds</i> 
Notice life's good moments by writing a delightful three good things in a gratitude journal and note the good things that are all too often forgotten.

Three Clouds is based on the gratitude journal from Positive Psychotherapy. By writing three good things each day the aim is to reduce worry, improve self-esteem, help cope with stress, and more.

<i>Thought Diary</i> 
Look at stressful situations in a healthy, balanced way. Prevent rumination by using the thought record to challenge automatic thinking and gain a new understanding of stressful situations.

The thought dairy (or thought record) is a tool used in CBT to reframe thinking. By analysing thinking patterns in the cbt thought record it helps you to recognise and balance unhelpful thought patterns.

<i>Guided Meditation</i>
Focus on your breath, re-focus, and become more mindful by learning to meditate. Take your first steps into mindfulness by listening to a selection of guided meditations. Or use the custom meditation timer with a selection of calming nature sounds. Cultivating this sense of mindfulness can help prevent rumination and help cope with stress. 

<i>Day Planner</i>
Schedule your time in this activity planner based on what brings you fulfilment. Rediscover what brings you happiness and make the plans that bring those things back into your life. Ensure your life has balance by making plans around work, fun, and rest to help reduce stress.

<b>At your fingertips</b>
MoodSpace techniques are designed to be as simple as possible to use.

The three good things technique can be used daily to keep track of the little things. And this gratitude journal can be looked back on in the future whenever you're in need of a smile.

The thought diary cbt is good to use at a moments notice when a stressful situation occurs. To quickly cope with stress and get back on with your day.

<b>A wellbeing app driven by the research</b>

If you suffer from anxiety or depression, you are far from being alone: It has been estimated that today, there are over 260 million people around the world dealing with depression and 280 million dealing with anxiety. 

MoodSpace takes its techniques from decades of research on what helps in dealing with anxiety and dealing with depression, and brings those techniques to your fingertips.

The app aims to create a self-help space where you will have the opportunity to experiment with techniques backed by research to see what works for you. 

Using this knowledge, we encourage you to carry out your own, further research into your favourite techniques. Your continued learning can build the coping strategies which enable you to cope with stress and manage low mood

The information to bring you happiness is out there but therapy is all too often prohibitively expensive or inaccessible. We think everyone should have access to these tools. 

You will never be alone, and we hope this app will provide the self-help tools which guide you to a happier life.

----------

MoodSpace isn't a replacement for therapy or treatment – it's simply an introduction to mental wellbeing techniques and provides a self-help space to learn about yourself.

We always recommend you speak to your doctor to access the treatment available to you.","100,000+",3.86,Medical,USD,0.0,True
Anxiety,Anxiety Test,https://play-lh.googleusercontent.com/gdftGAH3q_vXw1JKBFoPJNWZGSSLEff4E0-Dsmq9wyNPPysQ_bULhRKqzTrtpgCGhmI,"This Anxiety Test is designed to help you evaluate the severity of your anxiety with just seven simple questions. This app uses the Generalized Anxiety Questionnaire (GAD-7), an empirically-based, self-test questionnaire. It is also sensitive for other anxiety disorders as well such as specific phobia, panic disorder, and social phobia. These disorders generally respond positively to treatment, so it is important to seek treatment if you are concerned about your mental health.

DISCLAIMER: This self-test is not meant to be a diagnosis for your anxiety. Please consult your physician if you are concerned about your symptoms. This app should not be used as a replacement for professional treatment or guidance.


Privacy Policy: No data from this application is collected.","100,000+",3.85,Medical,USD,0.0,True
